author,content,description,from_json,publishedAt,source.id,source.name,title,url
Christian Orozco,"What to know about Affordable Care Act open enrollment and its rising costs. Zohran Mamdani shares his thoughts on Trump, Schumer and democratic socialism. And, Zach Bryan's preview of a new song div…",What to know about Affordable Care Act open enrollment and its rising costs.,Nov18_Left_pre.json,2025-10-31T10:51:28Z,nbc-news,NBC News,The perfect storm that will raise ACA costs and Mamdani's Trump strategy: Morning Rundown,https://www.nbcnews.com/news/us-news/perfect-storm-will-raise-aca-costs-mamdanis-trump-strategy-morning-run-rcna241047
The Politics Desk,"Welcome to the online version of From the Politics Desk, a newsletter that brings you the NBC News Politics teams latest reporting and analysis from the White House, Capitol Hill and the campaign tra…","What we can and can't learn from next week's elections in Virginia, New Jersey and New York City.",Nov18_Left_pre.json,2025-10-30T21:20:26Z,nbc-news,NBC News,What we can — and can't — learn from next week's elections: From the Politics Desk,https://www.nbcnews.com/politics/politics-news/2025-election-lessons-politics-desk-rcna240957
Joe Scarborough,"This is the Nov. 4 edition of The Tea, Spilled by Morning Joe newsletter.Subscribe hereto get it delivered straight to your inbox Monday through Friday. An odd confluence of colliding events will pu…","This is the Nov. 4 edition of “The Tea, Spilled by Morning Joe” newsletter.",Nov18_Left_pre.json,2025-11-04T18:08:23Z,msnbc,MSNBC,"The Tea, Spilled by Morning Joe: ‘Now the candidates must wait’",https://www.msnbc.com/morning-joe/tea-spilled-morning-joe-now-candidates-must-wait-rcna241855
The Politics Desk,"Welcome to the online version of From the Politics Desk, a newsletter that brings you the NBC News Politics teams latest reporting and analysis from the White House, Capitol Hill and the campaign tra…",Democrats in Congress are pushing for President Donald Trump to be more engaged to bring the three-week government shutdown to an end.,Nov18_Left_pre.json,2025-10-21T22:32:06Z,nbc-news,NBC News,Democrats' shutdown question: Where's Trump?: From the Politics Desk,https://www.nbcnews.com/politics/politics-news/democrats-shutdown-wheres-trump-politics-desk-rcna239027
The Politics Desk,"Welcome to the online version of From the Politics Desk, a newsletter that brings you the NBC News Politics teams latest reporting and analysis from the White House, Capitol Hill and the campaign tra…","In today’s election edition, we get you up to speed before polls close tonight in California, New Jersey, New York, Virginia and beyond.",Nov18_Left_pre.json,2025-11-04T21:00:00Z,nbc-news,NBC News,What you need to know ahead of election night: From the Politics Desk,https://www.nbcnews.com/politics/politics-news/what-you-need-to-know-election-night-politics-desk-rcna241930
Rebecca Traister,"Top row, from left: Susan Wild, 68: Pressured by leadership to come out of retirement. Chuck Schumer, 74: Favors the tried and true over the untested. Eleanor Holmes Norton, 88: Still in Congress des…","The challenge for Democrats, argues Rebecca Traister, is to wrest control from the party’s gerontocracy while containing the chaos that will naturally ensue from younger politicians.",Nov18_Left_pre.json,2025-11-03T10:00:20Z,new-york-magazine,New York Magazine,It’s My Party and I’ll Leave When I Want To,http://nymag.com/intelligencer/article/democratic-party-politicans-gerontocracy-democrats-too-old-rebecca-traister.html
Ben Terris,This article was featured in New Yorks One Great Story newsletter. Sign up here. The first scandal of the 2028 presidential campaign arrived in the form of an October surprise just three Octobers ea…,"An extremely early, surely premature analysis of which candidates might win the Democratic presidential primary for the 2028 election.",Nov18_Left_pre.json,2025-11-04T10:00:35Z,new-york-magazine,New York Magazine,"Waiting, Impatiently, for 2028",http://nymag.com/intelligencer/article/presidential-candidates-2028-election-democrats-preview-predictions.html
"Ben Kamisar, Bridget Bowman, Alexandra Marquez, Adam Edelman, Owen Auston-Babcock",Off-year elections on Tuesday provide the first big chance for voters across several states to make their voices heard this year and shed early light on some major questions ahead of next years midte…,Off-year elections on Tuesday provide the first big chance for voters across several states to make their voices heard this year — and shed early light on some major questions ahead of next year’s midterm elections.,Nov18_Left_pre.json,2025-11-03T21:00:00Z,nbc-news,NBC News,"What to watch in Tuesday's big elections: Races for governor, NYC mayor, redistricting and more",https://www.nbcnews.com/politics/elections/election-2025-what-expect-nyc-mayor-virginia-governor-new-jersey-rcna241085
"Bridget Bowman, Gary Grumbach , Julie Tsirkin, Kyle Stewart","President Donald Trump made a last-minute push to boost Republican turnout in Tuesday's races for governor in New Jersey and Virginia, but he only mentioned one GOP hopeful by name. While Trump talk…",The president spoke highly of New Jersey gubernatorial candidate Jack Ciattarelli but did not mention Virginia GOP nominee Winsome Earle-Sears by name.,Nov18_Left_pre.json,2025-11-04T01:46:24Z,nbc-news,NBC News,Trump hosts tele-rallies for Virginia and New Jersey candidates on election eve,https://www.nbcnews.com/politics/elections/trump-hosts-tele-rallies-virginia-new-jersey-candidates-election-eve-rcna241690
Christian Orozco,"Hurricane Melissa nears Jamaica as a catastrophic Category 5 storm. The Trump administration plans to replace some leaders at ICE with Border Patrol officials. And, soccer legend Lionel Messi is hope…",Hurricane Melissa nears Jamaica as a “catastrophic” Category 5 storm.,Nov18_Left_pre.json,2025-10-28T11:01:42Z,nbc-news,NBC News,Jamaica braces for Hurricane Melissa and an ICE shakeup: Morning Rundown,https://www.nbcnews.com/news/us-news/jamaica-braces-hurricane-melissa-ice-shakeup-morning-rundown-rcna240190
Allan Smith,Republicans have countered that their members of Congress have voted nearly unanimously to keep the government open and that Democrats are refusing to pass a continuing resolution to keep the governm…,"On the precipice of winning next week’s New York mayoral contest, Zohran Mamdani cast himself in an interview with NBC News as the city’s bulwark against President Donald Trump, even as the president has threatened his hometown over the prospect of a Mamdani …",Nov18_Left_pre.json,2025-10-31T00:27:33Z,nbc-news,NBC News,Zohran Mamdani details how he'd combat Trump — and where they could work together,https://www.nbcnews.com/politics/elections/zohran-mamdani-details-combat-trump-work-together-rcna240690
"Amina Kilpatrick, Kayla Hayempour, Jeremy Mikula","Democrats have an early lead in next years battle for control of Congress amid an ongoing government shutdown, as more voters say President Donald Trump has not lived up to their expectations on seve…","Democrats have an early lead in next year’s battle for control of Congress amid an ongoing government shutdown, as more voters say President Donald Trump has not lived up to their expectations on several major issues that propelled him back to the White House…",Nov18_Left_pre.json,2025-11-02T23:00:00Z,nbc-news,NBC News,Here's the biggest news you missed this weekend,https://www.nbcnews.com/news/us-news/weekend-rundown-november-2-rcna241207
Christian Orozco,"Former Vice President Dick Cheney, a defense hawk and architect of the second Iraq war, dies at 84. NBC News' Chief Data Analyst Steve Kornacki breaks down what to know about Election Day. And, the U…","Former Vice President Dick Cheney, a defense hawk and architect of the second Iraq war, dies at 84.",Nov18_Left_pre.json,2025-11-04T12:19:11Z,nbc-news,NBC News,Dick Cheney dies at 84 and the elections storylines to follow: Morning Rundown,https://www.nbcnews.com/news/us-news/dick-cheney-dies-84-elections-storylines-follow-morning-rundown-rcna241771
"Rebekah Riess, Maureen Chowdhury, Elise Hammond, Kaanita Iyer, Tori B. Powell","For this New York City mayoral election, Bill Schacht thinks its bigger than party lines. I was a (Andrew) Cuomo guy at the beginning for sure, hes the guy that did it before, can do it again, but h…","Voters in multiple states on Tuesday are participating in the first major elections of President Donald Trump’s second term. Follow here for live news updates, results, analysis and more.",Nov18_Left_pre.json,2025-11-04T11:01:43Z,cnn,CNN,Election live updates: CNN projects Democrat Abigail Spanberger elected Virginia governor | CNN Politics,https://www.cnn.com/politics/live-news/election-news-11-04-25
Jeff Zeleny,"Charlottesville, Virginia — They were faces of the Democratic resistance, a winning piece of the blue wave, when the party swept control of the House of Representatives in 2018 as a fierce react…","They were faces of the Democratic resistance, a winning piece of the blue wave, when the party swept control of the House of Representatives in 2018 as a fierce reaction to President Donald Trump’s first two years in office.",Nov18_Left_pre.json,2025-10-24T09:00:01Z,cnn,CNN,"Once roommates, now candidates for governor: Abigail Spanberger and Mikie Sherrill try to lead a Democratic revival | CNN Politics",https://www.cnn.com/2025/10/24/politics/spanberger-sherrill-virginia-new-jersey-governor-races
Diana Falzone,"Texas Gov. Greg Abbott (R) wrote on the eve of Election Day that he would impose tariffs on any New Yorker who moves to Texas after voting ended. After the polls close tomorrow night, I will impose …","The power to impose tariffs falls within the federal government’s authority in the Constitution, not the states.",Nov18_Center_pre.json,2025-11-04T19:07:57Z,the-hill,The Hill,Texas Gov. Abbott says he’ll ‘impose 100% tariff’ on New Yorkers who move in,https://thehill.com/homenews/state-watch/5588695-abbott-tariffs-new-yorkers-texas-election/
"Alexandra Hutzler, Megan Forrester","It's Election Day in America, and voters across the country are heading to the polls in statewide and local elections. It's the first major election cycle since President Donald Trump's return to th…","Follow live coverage of the U.S. November 4, 2025 elections: Results, analysis, key state and local races, and what they mean for the 2026 midterms.",Nov18_Center_pre.json,2025-11-04T15:17:19Z,abc-news,ABC News,"Election Day live updates: Key races unfold in New York City, New Jersey and Virginia",https://abcnews.go.com/US/live-updates/election-day-live-updates-key-races-unfold-new/?id=127143118
Emily Chang,"Eyes are on New York City as Election Day arrives, marking the final opportunity for voters to weigh in on the high-stakes mayoral race. While New Yorkers are focused on solving key issues of afford…","All eyes are on New York City as Election Day arrives, marking the final opportunity for voters to weigh in on the high-stakes mayoral race.",Nov18_Center_pre.json,2025-11-04T10:13:53Z,abc-news,ABC News,National spotlight shines on NYC mayoral race as voters make final decisions,https://abcnews.go.com/Politics/national-spotlight-shines-nyc-mayoral-race-voters-make/story?id=127075101
"Oren Oppenheim, Jon Schlosberg, Tommy Brooksbank, Lindsey Griswold","Former New York Gov. Andrew Cuomo, independent candidate for mayor of New York City, called his opponent and Democratic candidate Zohran Mamdani ""very divisive"" and said he doesn't understand the ""Ne…",Cuomo sat down with ABC News' Linsey Davis on Thursday.,Nov18_Center_pre.json,2025-10-30T23:42:37Z,abc-news,ABC News,NYC candidate Andrew Cuomo: 'You can be a New Yorker and not understand New Yorkers',https://abcnews.go.com/Politics/nyc-mayoral-candidate-andrew-cuomo-calls-opponent-mamdani/story?id=127035125
